"gbif_valid_name","fb_sci_name","gbif_valid_key","gbif_synonym","GBIF_NC_records","GBIF_NC_n_cells_01"
"Diplodus puntazzo","Diplodus puntazzo",9777888,FALSE,1965,428
"Diplodus sargus","Diplodus sargus",5210968,FALSE,5580,743
"Diplodus vulgaris","Diplodus vulgaris",5210979,FALSE,6393,858
"Diplogrammus goramensis","Diplogrammus goramensis",5209946,FALSE,38,29
"Diplogrammus xenicus","Diplogrammus xenicus",5209948,FALSE,5,4
"Diploprion bifasciatum","Diploprion bifasciatum",9567728,FALSE,859,401
"Diproctacanthus xanthurus","Diproctacanthus xanthurus",2383395,FALSE,131,82
"Dipterygonotus balteatus","Dipterygonotus balteatus",2374804,FALSE,225,147
"Dischistodus chrysopoecilus","Dischistodus chrysopoecilus",2398215,FALSE,47,35
"Dischistodus darwiniensis","Dischistodus darwiniensis",2398204,FALSE,19,10
"Dischistodus melanotus","Dischistodus melanotus",2398206,FALSE,804,150
"Dischistodus perspicillatus","Dischistodus perspicillatus",2398191,FALSE,410,149
"Dischistodus prosopotaenia","Dischistodus prosopotaenia",2398200,FALSE,560,133
"Dischistodus pseudochrysopoecilus","Dischistodus pseudochrysopoecilus",2398189,FALSE,307,65
"Doratonotus megalepis","Doratonotus megalepis",5209736,FALSE,29,18
"Dotalabrus alleni","Dotalabrus alleni",2383373,FALSE,141,27
"Dotalabrus aurantiacus","Dotalabrus aurantiacus",2383374,FALSE,823,157
"Dules auriga","Dules auriga",2388707,FALSE,5,5
"Echeneis naucrates","Echeneis naucrates",2375300,FALSE,2877,1392
"Echeneis neucratoides","Echeneis neucratoides",2375299,FALSE,58,48
"Echidna nebulosa","Echidna nebulosa",5213106,FALSE,906,407
"Echidna nocturna","Echidna nocturna",5213099,FALSE,56,46
"Ecsenius aequalis","Ecsenius aequalis",2396048,FALSE,41,23
"Ecsenius alleni","Ecsenius alleni",2396079,FALSE,74,13
"Ecsenius bandanus","Ecsenius bandanus",2396042,FALSE,46,35
"Ecsenius bathi","Ecsenius bathi",2396038,FALSE,64,34
"Ecsenius bicolor","Ecsenius bicolor",2396049,FALSE,919,305
"Ecsenius fijiensis","Ecsenius fijiensis",2396056,FALSE,49,28
"Ecsenius fourmanoiri","Ecsenius fourmanoiri",2396032,FALSE,67,28
"Ecsenius frontalis","Ecsenius frontalis",2396033,FALSE,13,8
"Ecsenius gravieri","Ecsenius gravieri",2396085,FALSE,40,17
"Ecsenius kurti","Ecsenius kurti",2396069,FALSE,3,2
"Ecsenius lineatus","Ecsenius lineatus",2396063,FALSE,91,47
"Ecsenius lividanalis","Ecsenius lividanalis",2396026,FALSE,51,23
"Ecsenius midas","Ecsenius midas",2396077,FALSE,75,47
"Ecsenius minutus","Ecsenius minutus",2396020,FALSE,26,16
"Ecsenius nalolo","Ecsenius nalolo",2396021,FALSE,24,19
"Ecsenius namiyei","Ecsenius namiyei",2396040,FALSE,145,75
"Ecsenius oculatus","Ecsenius oculatus",2396018,FALSE,13,7
"Ecsenius prooculis","Ecsenius prooculis",2396046,FALSE,23,18
"Ecsenius randalli","Ecsenius randalli",2396074,FALSE,2,1
"Ecsenius schroederi","Ecsenius schroederi",2396081,FALSE,66,35
"Ecsenius stictus","Ecsenius stictus",2396043,FALSE,259,92
"Ecsenius stigmatura","Ecsenius stigmatura",2396064,FALSE,47,28
"Ecsenius tigris","Ecsenius tigris",2396059,FALSE,31,16
"Ecsenius tricolor","Ecsenius tricolor",2396082,FALSE,4,4
"Ecsenius trilineatus","Ecsenius trilineatus",2396029,FALSE,32,23
"Ecsenius yaeyamaensis","Ecsenius yaeyamaensis",2396022,FALSE,440,136
"Ekemblemaria myersi","Ekemblemaria myersi",2381366,FALSE,4,4
"Elacatinus atronasus","Elacatinus atronasus",2376700,FALSE,1,1
"Elacatinus cayman","Elacatinus cayman",8060214,FALSE,33,12
"Elacatinus centralis","Elacatinus centralis",7949320,FALSE,8,6
"Elacatinus evelynae","Elacatinus evelynae",2376749,FALSE,696,136
"Elacatinus figaro","Elacatinus figaro",2376732,FALSE,5,3
"Elacatinus genie","Elacatinus genie",2376707,FALSE,74,31
"Elacatinus horsti","Elacatinus horsti",2376688,FALSE,59,29
"Elacatinus jarocho","Elacatinus jarocho",2376706,FALSE,25,9
"Elacatinus oceanops","Elacatinus oceanops",2376717,FALSE,5069,83
"Elacatinus prochilos","Elacatinus prochilos",2376691,FALSE,57,19
"Elacatinus puncticulatus","Elacatinus puncticulatus",2376694,FALSE,112,53
"Elacatinus randalli","Elacatinus randalli",2376740,FALSE,49,23
"Elacatinus redimiculus","Tigrigobius redimiculus",2376739,TRUE,22,6
"Elacatinus xanthiprora","Elacatinus xanthiprora",2376724,FALSE,219,23
"Elagatis bipinnulata","Elagatis bipinnulata",5210446,FALSE,1944,1380
"Eleotrica cableae","Eleotrica cableae",2377804,FALSE,1,1
"Elops affinis","Elops affinis",5203150,FALSE,60,48
"Embiotoca jacksoni","Embiotoca jacksoni",2389282,FALSE,1377,91
"Embiotoca lateralis","Embiotoca lateralis",2389287,FALSE,1230,160
"Emblemariopsis pricei","Emblemariopsis pricei",2381452,FALSE,1,1
"Emblemariopsis signifer","Emblemariopsis signifer",5788047,FALSE,2,2
"Enchelycore lichenosa","Enchelycore lichenosa",2404198,FALSE,17,11
"Enchelycore ramosa","Enchelycore ramosa",2404206,FALSE,79,23
"Engraulis australis","Engraulis australis",2414019,FALSE,1785,558
"Enneanectes carminalis","Enneanectes carminalis",2393073,FALSE,17,10
"Enneanectes smithi","Enneanectes smithi",2393081,FALSE,1,1
"Enneapterygius atrogulare","Enneapterygius atrogulare",2392972,FALSE,593,44
"Enneapterygius hemimelas","Enneapterygius hemimelas",2392913,FALSE,3,1
"Enneapterygius kermadecensis","Enneapterygius kermadecensis",2392979,FALSE,16,5
"Enneapterygius larsonae","Enneapterygius larsonae",2392945,FALSE,27,8
"Enneapterygius mirabilis","Enneapterygius mirabilis",2392932,FALSE,7,6
"Enneapterygius rufopileus","Enneapterygius rufopileus",2392984,FALSE,300,26
"Enneapterygius similis","Enneapterygius similis",2392978,FALSE,57,18
"Enophrys diceraus","Enophrys diceraus",5201186,FALSE,29,29
"Enoplosus armatus","Enoplosus armatus",2391990,FALSE,3388,486
"Entomacrodus chapmani","Entomacrodus chapmani",2395663,FALSE,1,1
"Entomacrodus solus","Entomacrodus solus",5961982,FALSE,1,1
"Eocallionymus papilio","Eocallionymus papilio",2386616,FALSE,226,58
"Epibulus brevis","Epibulus brevis",2383811,FALSE,108,69
"Epibulus insidiator","Epibulus insidiator",2383808,FALSE,5872,761
"Epinephelides armatus","Epinephelides armatus",2387524,FALSE,563,79
"Epinephelus adscensionis","Epinephelus adscensionis",2388519,FALSE,1267,144
"Epinephelus akaara","Epinephelus akaara",2388493,FALSE,13,12
"Epinephelus albomarginatus","Epinephelus albomarginatus",8652393,FALSE,170,10
"Epinephelus analogus","Epinephelus analogus",2388598,FALSE,56,42
"Epinephelus areolatus","Epinephelus areolatus",2388152,FALSE,1249,610
"Epinephelus bilobatus","Epinephelus bilobatus",2388379,FALSE,276,107
"Epinephelus bleekeri","Epinephelus bleekeri",2388337,FALSE,39,28
"Epinephelus bruneus","Epinephelus bruneus",2388240,FALSE,8,7
"Epinephelus coeruleopunctatus","Epinephelus coeruleopunctatus",2388316,FALSE,236,175
"Epinephelus coioides","Epinephelus coioides",2388213,FALSE,527,309
"Epinephelus corallicola","Epinephelus corallicola",2387823,FALSE,62,54
"Epinephelus costae","Epinephelus costae",2388567,FALSE,443,174
"Epinephelus cyanopodus","Epinephelus cyanopodus",2388288,FALSE,165,82
"Epinephelus daemelii","Epinephelus daemelii",2388158,FALSE,251,66
"Epinephelus fasciatus","Epinephelus fasciatus",2388344,FALSE,2473,726
"Epinephelus fuscoguttatus","Epinephelus fuscoguttatus",2388440,FALSE,329,227
"Epinephelus guttatus","Epinephelus guttatus",2388558,FALSE,1582,254
"Epinephelus hexagonatus","Epinephelus hexagonatus",2388186,FALSE,574,189
"Epinephelus irroratus","Epinephelus irroratus",2388431,FALSE,7,6
"Epinephelus itajara","Epinephelus itajara",2388456,FALSE,675,271
"Epinephelus labriformis","Epinephelus labriformis",2388503,FALSE,1090,206
"Epinephelus lanceolatus","Epinephelus lanceolatus",2388587,FALSE,227,115
"Epinephelus longispinis","Epinephelus longispinis",2388226,FALSE,25,22
"Epinephelus macrospilos","Epinephelus macrospilos",2388141,FALSE,189,77
"Epinephelus maculatus","Epinephelus maculatus",2388229,FALSE,608,356
"Epinephelus malabaricus","Epinephelus malabaricus",2388220,FALSE,684,159
"Epinephelus marginatus","Epinephelus marginatus",2388507,FALSE,4449,677
"Epinephelus melanostigma","Epinephelus melanostigma",2388335,FALSE,223,42
"Epinephelus merra","Epinephelus merra",2388193,FALSE,2027,620
"Epinephelus morio","Epinephelus morio",2388373,FALSE,4447,128
"Epinephelus multinotatus","Epinephelus multinotatus",2388150,FALSE,1473,283
"Epinephelus ongus","Epinephelus ongus",2388318,FALSE,196,118
"Epinephelus polyphekadion","Epinephelus polyphekadion",2388423,FALSE,638,303
"Epinephelus quoyanus","Epinephelus quoyanus",2388148,FALSE,564,270
"Epinephelus rivulatus","Epinephelus rivulatus",2388492,FALSE,605,157
"Epinephelus socialis","Epinephelus socialis",2388537,FALSE,17,12
"Epinephelus spilotoceps","Epinephelus spilotoceps",2388181,FALSE,298,135
"Epinephelus striatus","Epinephelus striatus",2388300,FALSE,814,274
"Epinephelus tauvina","Epinephelus tauvina",2388137,FALSE,695,218
"Epinephelus tukula","Epinephelus tukula",2388439,FALSE,210,92
"Epinephelus undulatostriatus","Epinephelus undulatostriatus",2388408,FALSE,420,81
"Equetus punctatus","Equetus punctatus",2399849,FALSE,848,222
"Eubalichthys bucephalus","Eubalichthys bucephalus",2406859,FALSE,792,143
"Eubalichthys caeruleoguttatus","Eubalichthys caeruleoguttatus",2406864,FALSE,289,180
"Eubalichthys cyanoura","Eubalichthys cyanoura",2406858,FALSE,45,17
"Eubalichthys gunnii","Eubalichthys gunnii",2406862,FALSE,264,65
"Eubalichthys mosaicus","Eubalichthys mosaicus",2406866,FALSE,1103,413
"Eucinostomus dowii","Eucinostomus dowii",2369474,FALSE,45,28
"Eupetrichthys angustipes","Eupetrichthys angustipes",2383931,FALSE,1516,152
"Euthynnus affinis","Euthynnus affinis",5208561,FALSE,554,292
"Euthynnus lineatus","Euthynnus lineatus",5208567,FALSE,60,45
"Eutrigla gurnardus","Eutrigla gurnardus",2336597,FALSE,3927,834
"Eviota albolineata","Eviota albolineata",2376185,FALSE,27,15
"Eviota atriventris","Eviota atriventris",7193152,FALSE,167,89
"Eviota bifasciata","Eviota bifasciata",2376162,FALSE,51,27
"Eviota bimaculata","Eviota bimaculata",2376144,FALSE,10,8
"Eviota fasciola","Eviota fasciola",2376145,FALSE,43,8
"Eviota guttata","Eviota guttata",2376190,FALSE,471,202
"Eviota hoesei","Eviota hoesei",2376177,FALSE,120,14
"Eviota lachdeberei","Eviota lachdeberei",2376196,FALSE,2,2
"Eviota latifasciata","Eviota latifasciata",2376187,FALSE,16,7
"Eviota melasma","Eviota melasma",2376180,FALSE,96,46
"Eviota mikiae","Eviota mikiae",2376150,FALSE,16,12
"Eviota nigriventris","Eviota nigriventris",2376143,FALSE,13,13
"Eviota pellucida","Eviota pellucida",2376201,FALSE,14,10
"Eviota prasites","Eviota prasites",2376195,FALSE,269,141
"Eviota raja","Eviota raja",2376165,FALSE,7,7
"Eviota readerae","Eviota readerae",2376199,FALSE,7,1
"Eviota rubriceps","Eviota rubriceps",6168332,FALSE,4,2
"Eviota sebreei","Eviota sebreei",2376139,FALSE,264,164
"Eviota sigillata","Eviota sigillata",2376206,FALSE,89,50
"Eviota storthynx","Eviota storthynx",2376146,FALSE,39,26
"Eviota zebrina","Eviota zebrina",2376194,FALSE,15,10
"Evistias acutirostris","Evistias acutirostris",2375223,FALSE,19,16
"Evynnis cardinalis","Evynnis cardinalis",2392619,FALSE,33,21
"Exallias brevis","Exallias brevis",2395512,FALSE,852,315
"Exyrias belissimus","Exyrias belissimus",2375839,FALSE,112,52
"Favonigobius lateralis","Favonigobius lateralis",2377685,FALSE,427,79
"Foetorepus calauropomus","Foetorepus calauropomus",2386583,FALSE,530,138
"Forcipiger flavissimus","Forcipiger flavissimus",2385706,FALSE,5198,899
"Forcipiger longirostris","Forcipiger longirostris",2385700,FALSE,1800,530
"Forsterygion capito","Forsterygion capito",2392823,FALSE,194,74
"Forsterygion flavonigrum","Forsterygion flavonigrum",2392807,FALSE,164,49
"Forsterygion gymnotum","Forsterygion gymnotum",2393030,FALSE,72,27
"Forsterygion lapillum","Forsterygion lapillum",2392820,FALSE,801,145
"Forsterygion malcolmi","Forsterygion malcolmi",2392811,FALSE,213,67
"Forsterygion maryannae","Forsterygion maryannae",5962009,FALSE,319,69
"Forsterygion varium","Forsterygion varium",2392812,FALSE,643,139
"Furcina osimae","Furcina osimae",2333992,FALSE,2,2
"Fusigobius duospilus","Fusigobius duospilus",2377769,FALSE,211,113
"Fusigobius inframaculatus","Fusigobius inframaculatus",2377756,FALSE,84,55
"Fusigobius melacron","Fusigobius melacron",2377758,FALSE,54,46
"Fusigobius neophytus","Fusigobius neophytus",2377776,FALSE,223,95
"Fusigobius signipinnis","Fusigobius signipinnis",2377762,FALSE,208,117
"Gadus morhua","Gadus morhua",8084280,FALSE,47776,6572
"Gasterosteus aculeatus","Gasterosteus aculeatus",4286327,FALSE,68825,9684
"Genicanthus caudovittatus","Genicanthus caudovittatus",2396458,FALSE,82,43
"Genicanthus lamarck","Genicanthus lamarck",2396466,FALSE,106,58
"Genicanthus semicinctus","Genicanthus semicinctus",2396472,FALSE,26,8
"Genicanthus watanabei","Genicanthus watanabei",2396456,FALSE,31,25
"Genypterus tigerinus","Genypterus tigerinus",2345644,FALSE,206,124
"Gerres cinereus","Gerres cinereus",2369459,FALSE,894,291
"Gerres equulus","Gerres equulus",2369419,FALSE,6,3
"Gerres subfasciatus","Gerres subfasciatus",2369428,FALSE,1075,164
"Gillellus chathamensis","Gillellus chathamensis",2390164,FALSE,1,1
"Girella cyanea","Girella cyanea",2381223,FALSE,216,34
"Girella elevata","Girella elevata",2381221,FALSE,1332,139
"Girella fimbriata","Girella fimbriata",2381235,FALSE,10,6
"Girella freminvillii","Girella freminvillii",2381242,FALSE,47,14
"Girella nigricans","Girella nigricans",2381219,FALSE,1268,94
"Girella punctata","Girella punctata",2381231,FALSE,28,21
"Girella simplicidens","Girella simplicidens",2381218,FALSE,15,8
"Girella tephraeops","Girella tephraeops",2381224,FALSE,80,37
"Girella tricuspidata","Girella tricuspidata",2381233,FALSE,8102,339
"Girella zebra","Girella zebra",2381227,FALSE,2090,284
"Glaucosoma hebraicum","Glaucosoma hebraicum",2374651,FALSE,178,70
"Glaucosoma magnificum","Glaucosoma magnificum",2374654,FALSE,209,136
"Glaucosoma scapulare","Glaucosoma scapulare",2374656,FALSE,365,134
"Glyptoparus delicatulus","Glyptoparus delicatulus",2395686,FALSE,47,35
"Gnathanacanthus goetzeei","Gnathanacanthus goetzeei",2333571,FALSE,56,34
"Gnathanodon speciosus","Gnathanodon speciosus",2391331,FALSE,1789,657
"Gnathodentex aureolineatus","Gnathodentex aureolineatus",2374957,FALSE,1664,480
"Gnatholepis anjerensis","Gnatholepis anjerensis",2378704,FALSE,240,112
"Gnatholepis cauerensis","Gnatholepis cauerensis",4285928,FALSE,509,233
"Gnatholepis thompsoni","Gnatholepis thompsoni",2378717,FALSE,2594,200
"Gobiesox woodsi","Gobiesox woodsi",2411270,FALSE,1,1
"Gobioclinus dendriticus","Gobioclinus dendriticus",7729329,FALSE,148,59
"Gobiodon citrinus","Gobiodon citrinus",5208803,FALSE,182,86
"Gobiodon heterospilos","Gobiodon heterospilos",5208797,FALSE,3,3
"Gobiodon histrio","Gobiodon histrio",5208820,FALSE,152,35
"Gobiodon okinawae","Gobiodon okinawae",5208802,FALSE,55,28
"Gobiodon quinquestrigatus","Gobiodon quinquestrigatus",5208814,FALSE,115,59
"Gobiodon spilophthalmus","Gobiodon spilophthalmus",5208823,FALSE,24,12
"Gobiosoma hildebrandi","Gobiosoma hildebrandi",5208827,FALSE,1,1
"Gobiosoma spilotum","Gobiosoma spilotum",5208828,FALSE,1,1
"Gobius bucchichi","Gobius bucchichi",2376501,FALSE,423,117
"Gobius cruentatus","Gobius cruentatus",8187685,FALSE,1017,203
"Gobius fallax","Gobius fallax",2376484,FALSE,139,45
"Gobius niger","Gobius niger",2375526,FALSE,10210,973
"Gobius paganellus","Gobius paganellus",8196993,FALSE,1578,523
"Gobius tetrophthalmus","Gobius tetrophthalmus",2376513,FALSE,6,5
"Gobius xanthocephalus","Gobius xanthocephalus",2376555,FALSE,1042,87
"Gobiusculus flavescens","Pomatoschistus flavescens",2378270,TRUE,5300,1018
"Gomphosus caeruleus","Gomphosus caeruleus",2383023,FALSE,354,146
"Gomphosus varius","Gomphosus varius",2383021,FALSE,9309,839
"Gorgasia galzini","Gorgasia galzini",2403051,FALSE,11,6
"Gracila albomarginata","Gracila albomarginata",2387970,FALSE,753,175
"Gramma brasiliensis","Gramma brasiliensis",2380561,FALSE,13,6
"Gramma loreto","Gramma loreto",2380558,FALSE,1233,216
"Grammatorcynus bicarinatus","Grammatorcynus bicarinatus",5208590,FALSE,173,81
"Grammatorcynus bilineatus","Grammatorcynus bilineatus",5208588,FALSE,84,51
"Grammistes sexlineatus","Grammistes sexlineatus",2387978,FALSE,336,196
"Gunnellichthys monostigma","Gunnellichthys monostigma",2392082,FALSE,22,16
"Gymnocaesio gymnoptera","Gymnocaesio gymnoptera",2374814,FALSE,12,12
"Gymnocanthus tricuspis","Gymnocanthus tricuspis",2334007,FALSE,2058,948
"Gymnoclinus cristulatus","Gymnoclinus cristulatus",2394918,FALSE,1,1
"Gymnocranius audleyi","Gymnocranius audleyi",2374997,FALSE,877,115
"Gymnocranius euanus","Gymnocranius euanus",2374973,FALSE,175,62
"Gymnocranius microdon","Gymnocranius microdon",2375000,FALSE,26,17
"Gymnocrotaphus curvidens","Gymnocrotaphus curvidens",5211023,FALSE,104,21
"Gymnomuraena zebra","Gymnomuraena zebra",2404380,FALSE,378,170
"Gymnosarda unicolor","Gymnosarda unicolor",2374086,FALSE,419,249
"Gymnothorax annasona","Gymnothorax annasona",2403983,FALSE,105,12
"Gymnothorax breedeni","Gymnothorax breedeni",2403813,FALSE,156,44
"Gymnothorax castaneus","Gymnothorax castaneus",2404111,FALSE,220,111
"Gymnothorax cribroris","Gymnothorax cribroris",2403953,FALSE,403,197
"Gymnothorax dovii","Gymnothorax dovii",2404080,FALSE,133,49
"Gymnothorax eurostus","Gymnothorax eurostus",2404046,FALSE,613,159
"Gymnothorax favagineus","Gymnothorax favagineus",2404048,FALSE,333,179
"Gymnothorax fimbriatus","Gymnothorax fimbriatus",2403892,FALSE,209,108
"Gymnothorax flavimarginatus","Gymnothorax flavimarginatus",2404084,FALSE,1188,489
"Gymnothorax funebris","Gymnothorax funebris",2403964,FALSE,923,305
"Gymnothorax javanicus","Gymnothorax javanicus",2403808,FALSE,1700,670
"Gymnothorax meleagris","Gymnothorax meleagris",2403958,FALSE,1082,362
"Gymnothorax miliaris","Gymnothorax miliaris",2403816,FALSE,599,207
"Gymnothorax moringa","Gymnothorax moringa",2404065,FALSE,1571,384
"Gymnothorax nubilus","Gymnothorax nubilus",2403970,FALSE,135,23
"Gymnothorax obesus","Gymnothorax obesus",2403897,FALSE,20,8
"Gymnothorax panamensis","Gymnothorax panamensis",2403870,FALSE,14,11
"Gymnothorax pictus","Gymnothorax pictus",2403789,FALSE,278,166
"Gymnothorax porphyreus","Gymnothorax porphyreus",2403876,FALSE,108,19
"Gymnothorax prasinus","Gymnothorax prasinus",2404101,FALSE,1829,212
"Gymnothorax prionodon","Gymnothorax prionodon",2403782,FALSE,122,32
"Gymnothorax thyrsoideus","Gymnothorax thyrsoideus",2403908,FALSE,550,237
"Gymnothorax undulatus","Gymnothorax undulatus",2403755,FALSE,401,206
"Gymnothorax zonipectis","Gymnothorax zonipectis",2403976,FALSE,77,51
"Haemulon album","Haemulon album",2382523,FALSE,591,119
"Haemulon aurolineatum","Haemulon aurolineatum",2382528,FALSE,4808,533
"Haemulon carbonarium","Haemulon carbonarium",2382506,FALSE,1755,221
"Haemulon chrysargyreum","Brachygenys chrysargyreum",2382524,TRUE,1670,228
"Haemulon flaviguttatum","Haemulon flaviguttatum",2382501,FALSE,169,79
"Haemulon flavolineatum","Haemulon flavolineatum",2382521,FALSE,8649,468
"Haemulon macrostomum","Haemulon macrostomum",2382517,FALSE,1494,167
"Haemulon maculicauda","Haemulon maculicauda",2382535,FALSE,418,104
"Haemulon melanurum","Haemulon melanurum",2382540,FALSE,990,107
"Haemulon parra","Haemulon parra",2382511,FALSE,1228,202
"Haemulon plumierii","Haemulon plumierii",2382537,FALSE,13246,482
"Haemulon sciurus","Haemulon sciurus",2382543,FALSE,6126,358
"Haemulon scudderii","Haemulon scudderii",2382514,FALSE,100,48
"Haemulon sexfasciatum","Haemulon sexfasciatum",2382509,FALSE,333,108
"Haemulon steindachneri","Haemulon steindachneri",2382546,FALSE,182,83
"Haemulon vittatum","Haemulon vittatum",7193166,FALSE,320,85
"Haletta semifasciata","Haletta semifasciata",2387346,FALSE,418,146
"Halichoeres adustus","Halichoeres adustus",2384075,FALSE,24,5
"Halichoeres argus","Halichoeres argus",2384250,FALSE,63,46
"Halichoeres biocellatus","Halichoeres biocellatus",2384136,FALSE,1114,257
"Halichoeres bivittatus","Halichoeres bivittatus",2384268,FALSE,12525,430
"Halichoeres brasiliensis","Halichoeres brasiliensis",2384117,FALSE,19,14
"Halichoeres brownfieldi","Halichoeres brownfieldi",2384187,FALSE,285,45
"Halichoeres burekae","Halichoeres burekae",2384243,FALSE,84,8
"Halichoeres chierchiae","Halichoeres chierchiae",2384244,FALSE,495,101
"Halichoeres chloropterus","Halichoeres chloropterus",2384149,FALSE,231,120
"Halichoeres chrysus","Halichoeres chrysus",2384091,FALSE,242,130
"Halichoeres cosmetus","Halichoeres cosmetus",2384073,FALSE,137,58
"Halichoeres dimidiatus","Halichoeres dimidiatus",2384245,FALSE,10,9
"Halichoeres discolor","Halichoeres discolor",2384077,FALSE,46,5
"Halichoeres dispilus","Halichoeres dispilus",2384231,FALSE,744,144
"Halichoeres erdmanni","Halichoeres erdmanni",5962198,FALSE,42,28
"Halichoeres garnoti","Halichoeres garnoti",2384162,FALSE,13496,341
"Halichoeres hartzfeldii","Halichoeres hartzfeldii",2384262,FALSE,138,67
"Halichoeres hortulanus","Halichoeres hortulanus",2384141,FALSE,7127,858
"Halichoeres insularis","Halichoeres insularis",2384189,FALSE,2,2
"Halichoeres iridis","Halichoeres iridis",2384067,FALSE,74,22
"Halichoeres leucoxanthus","Halichoeres leucoxanthus",2384277,FALSE,17,14
"Halichoeres leucurus","Halichoeres leucurus",2384094,FALSE,62,40
"Halichoeres maculipinna","Halichoeres maculipinna",2384125,FALSE,9718,248
"Halichoeres malpelo","Halichoeres malpelo",2384139,FALSE,9,2
"Halichoeres margaritaceus","Halichoeres margaritaceus",2384063,FALSE,948,169
"Halichoeres marginatus","Halichoeres marginatus",2384102,FALSE,1274,389
"Halichoeres melanochir","Halichoeres melanochir",2384089,FALSE,283,115
"Halichoeres melanurus","Halichoeres melanurus",2384137,FALSE,835,292
"Halichoeres melasmapomus","Halichoeres melasmapomus",2384068,FALSE,255,57
"Halichoeres miniatus","Halichoeres miniatus",2384167,FALSE,58,32
"Halichoeres nebulosus","Halichoeres nebulosus",2384055,FALSE,813,266
"Halichoeres nicholsi","Halichoeres nicholsi",2384208,FALSE,591,149
"Halichoeres nigrescens","Halichoeres nigrescens",2384107,FALSE,257,100
"Halichoeres notospilus","Halichoeres notospilus",2384123,FALSE,494,105
"Halichoeres orientalis","Halichoeres orientalis",2384278,FALSE,2,2
"Halichoeres ornatissimus","Halichoeres ornatissimus",2384258,FALSE,3893,359
"Halichoeres pictus","Halichoeres pictus",2384071,FALSE,351,100
"Halichoeres poeyi","Halichoeres poeyi",2384275,FALSE,2257,187
"Halichoeres prosopeion","Halichoeres prosopeion",2384086,FALSE,562,246
"Halichoeres radiatus","Halichoeres radiatus",2384111,FALSE,5198,292
"Halichoeres richmondi","Halichoeres richmondi",2384083,FALSE,73,56
"Halichoeres salmofasciatus","Halichoeres salmofasciatus",2384097,FALSE,5,1
"Halichoeres scapularis","Halichoeres scapularis",2384164,FALSE,288,169
"Halichoeres semicinctus","Halichoeres semicinctus",2384234,FALSE,754,76
"Halichoeres socialis","Halichoeres socialis",2384066,FALSE,5,3
"Halichoeres solorensis","Halichoeres solorensis",2384185,FALSE,70,37
"Halichoeres tenuispinis","Halichoeres tenuispinis",2384052,FALSE,45,14
"Halichoeres timorensis","Halichoeres timorensis",2384106,FALSE,6,6
"Halichoeres trimaculatus","Halichoeres trimaculatus",2384128,FALSE,1165,257
"Halichoeres trispilus","Halichoeres trispilus",2384173,FALSE,8,6
"Helcogramma chica","Helcogramma chica",2392863,FALSE,53,33
"Helcogramma decurrens","Helcogramma decurrens",2392887,FALSE,672,74
"Helcogramma maldivensis","Helcogramma maldivensis",2392879,FALSE,18,13
"Helcogramma striata","Helcogramma striata",2392854,FALSE,409,165
"Helcogrammoides cunninghami","Helcogrammoides cunninghami",2393056,FALSE,68,28
"Helicolenus percoides","Helicolenus percoides",2335330,FALSE,2659,836
"Helotes sexlineatus","Helotes sexlineatus",2374590,FALSE,522,93
"Hemiglyphidodon plagiometopon","Hemiglyphidodon plagiometopon",2398183,FALSE,265,107
"Hemigymnus fasciatus","Hemigymnus fasciatus",2383744,FALSE,6059,766
"Hemigymnus melapterus","Hemigymnus melapterus",2383739,FALSE,5058,735
"Hemilepidotus jordani","Hemilepidotus jordani",2333945,FALSE,852,413
"Hemiramphus depauperatus","Hemiramphus depauperatus",2368963,FALSE,13,13
"Hemitaurichthys multispinosus","Hemitaurichthys multispinosus",2385642,FALSE,1,1
"Hemitaurichthys polylepis","Hemitaurichthys polylepis",2385640,FALSE,808,297
"Hemitaurichthys thompsoni","Hemitaurichthys thompsoni",2385648,FALSE,324,62
"Hemitaurichthys zoster","Hemitaurichthys zoster",2385643,FALSE,169,83
"Heniochus acuminatus","Heniochus acuminatus",2385730,FALSE,1486,659
"Heniochus chrysostomus","Heniochus chrysostomus",2385724,FALSE,1754,542
"Heniochus diphreutes","Heniochus diphreutes",2385729,FALSE,791,393
"Heniochus intermedius","Heniochus intermedius",2385717,FALSE,474,106
"Heniochus monoceros","Heniochus monoceros",2385719,FALSE,899,377
"Heniochus pleurotaenia","Heniochus pleurotaenia",2385723,FALSE,82,52
"Heniochus singularius","Heniochus singularius",2385739,FALSE,401,201
"Heniochus varius","Heniochus varius",2385713,FALSE,1078,399
"Heteroclinus adelaidae","Heteroclinus adelaidae",2380216,FALSE,33,21
"Heteroclinus johnstoni","Heteroclinus johnstoni",2380196,FALSE,201,86
"Heteroclinus perspicillatus","Heteroclinus perspicillatus",2380217,FALSE,216,75
"Heteroclinus roseus","Heteroclinus roseus",2380213,FALSE,90,37
"Heteroclinus tristis","Heteroclinus tristis",2380204,FALSE,139,67
"Heteroconger hassi","Heteroconger hassi",2403157,FALSE,266,154
"Heteropriacanthus cruentatus","Heteropriacanthus cruentatus",2375045,FALSE,1120,448
"Heteroscarus acroptilus","Heteroscarus acroptilus",5788038,FALSE,1046,186
"Heterostichus rostratus","Heterostichus rostratus",5209305,FALSE,294,48
"Hexagrammos agrammus","Hexagrammos agrammus",2336490,FALSE,5,4
"Hexagrammos decagrammus","Hexagrammos decagrammus",2336472,FALSE,1700,515
