"gbif_valid_name","fb_sci_name","gbif_valid_key","gbif_synonym","GBIF_NC_records","GBIF_NC_n_cells_005"
"Diplodus puntazzo","Diplodus puntazzo",9777888,FALSE,1965,526
"Diplodus sargus","Diplodus sargus",5210968,FALSE,5580,987
"Diplodus vulgaris","Diplodus vulgaris",5210979,FALSE,6393,1171
"Diplogrammus goramensis","Diplogrammus goramensis",5209946,FALSE,38,32
"Diplogrammus xenicus","Diplogrammus xenicus",5209948,FALSE,5,5
"Diploprion bifasciatum","Diploprion bifasciatum",9567728,FALSE,859,515
"Diproctacanthus xanthurus","Diproctacanthus xanthurus",2383395,FALSE,131,90
"Dipterygonotus balteatus","Dipterygonotus balteatus",2374804,FALSE,225,188
"Dischistodus chrysopoecilus","Dischistodus chrysopoecilus",2398215,FALSE,47,38
"Dischistodus darwiniensis","Dischistodus darwiniensis",2398204,FALSE,19,12
"Dischistodus melanotus","Dischistodus melanotus",2398206,FALSE,804,175
"Dischistodus perspicillatus","Dischistodus perspicillatus",2398191,FALSE,410,170
"Dischistodus prosopotaenia","Dischistodus prosopotaenia",2398200,FALSE,560,150
"Dischistodus pseudochrysopoecilus","Dischistodus pseudochrysopoecilus",2398189,FALSE,307,75
"Doratonotus megalepis","Doratonotus megalepis",5209736,FALSE,29,18
"Dotalabrus alleni","Dotalabrus alleni",2383373,FALSE,141,37
"Dotalabrus aurantiacus","Dotalabrus aurantiacus",2383374,FALSE,823,210
"Dules auriga","Dules auriga",2388707,FALSE,5,5
"Echeneis naucrates","Echeneis naucrates",2375300,FALSE,2877,1758
"Echeneis neucratoides","Echeneis neucratoides",2375299,FALSE,58,49
"Echidna nebulosa","Echidna nebulosa",5213106,FALSE,906,492
"Echidna nocturna","Echidna nocturna",5213099,FALSE,56,47
"Ecsenius aequalis","Ecsenius aequalis",2396048,FALSE,41,27
"Ecsenius alleni","Ecsenius alleni",2396079,FALSE,74,23
"Ecsenius bandanus","Ecsenius bandanus",2396042,FALSE,46,37
"Ecsenius bathi","Ecsenius bathi",2396038,FALSE,64,44
"Ecsenius bicolor","Ecsenius bicolor",2396049,FALSE,919,396
"Ecsenius fijiensis","Ecsenius fijiensis",2396056,FALSE,49,28
"Ecsenius fourmanoiri","Ecsenius fourmanoiri",2396032,FALSE,67,34
"Ecsenius frontalis","Ecsenius frontalis",2396033,FALSE,13,8
"Ecsenius gravieri","Ecsenius gravieri",2396085,FALSE,40,19
"Ecsenius kurti","Ecsenius kurti",2396069,FALSE,3,2
"Ecsenius lineatus","Ecsenius lineatus",2396063,FALSE,91,56
"Ecsenius lividanalis","Ecsenius lividanalis",2396026,FALSE,51,27
"Ecsenius midas","Ecsenius midas",2396077,FALSE,75,48
"Ecsenius minutus","Ecsenius minutus",2396020,FALSE,26,20
"Ecsenius nalolo","Ecsenius nalolo",2396021,FALSE,24,20
"Ecsenius namiyei","Ecsenius namiyei",2396040,FALSE,145,87
"Ecsenius oculatus","Ecsenius oculatus",2396018,FALSE,13,7
"Ecsenius prooculis","Ecsenius prooculis",2396046,FALSE,23,20
"Ecsenius randalli","Ecsenius randalli",2396074,FALSE,2,2
"Ecsenius schroederi","Ecsenius schroederi",2396081,FALSE,66,44
"Ecsenius stictus","Ecsenius stictus",2396043,FALSE,259,109
"Ecsenius stigmatura","Ecsenius stigmatura",2396064,FALSE,47,33
"Ecsenius tigris","Ecsenius tigris",2396059,FALSE,31,19
"Ecsenius tricolor","Ecsenius tricolor",2396082,FALSE,4,4
"Ecsenius trilineatus","Ecsenius trilineatus",2396029,FALSE,32,24
"Ecsenius yaeyamaensis","Ecsenius yaeyamaensis",2396022,FALSE,440,169
"Ekemblemaria myersi","Ekemblemaria myersi",2381366,FALSE,4,4
"Elacatinus atronasus","Elacatinus atronasus",2376700,FALSE,1,1
"Elacatinus cayman","Elacatinus cayman",8060214,FALSE,33,25
"Elacatinus centralis","Elacatinus centralis",7949320,FALSE,8,7
"Elacatinus evelynae","Elacatinus evelynae",2376749,FALSE,696,209
"Elacatinus figaro","Elacatinus figaro",2376732,FALSE,5,3
"Elacatinus genie","Elacatinus genie",2376707,FALSE,74,35
"Elacatinus horsti","Elacatinus horsti",2376688,FALSE,59,40
"Elacatinus jarocho","Elacatinus jarocho",2376706,FALSE,25,10
"Elacatinus oceanops","Elacatinus oceanops",2376717,FALSE,5069,167
"Elacatinus prochilos","Elacatinus prochilos",2376691,FALSE,57,26
"Elacatinus puncticulatus","Elacatinus puncticulatus",2376694,FALSE,112,65
"Elacatinus randalli","Elacatinus randalli",2376740,FALSE,49,30
"Elacatinus redimiculus","Tigrigobius redimiculus",2376739,TRUE,22,7
"Elacatinus xanthiprora","Elacatinus xanthiprora",2376724,FALSE,219,43
"Elagatis bipinnulata","Elagatis bipinnulata",5210446,FALSE,1944,1464
"Eleotrica cableae","Eleotrica cableae",2377804,FALSE,1,1
"Elops affinis","Elops affinis",5203150,FALSE,60,48
"Embiotoca jacksoni","Embiotoca jacksoni",2389282,FALSE,1377,132
"Embiotoca lateralis","Embiotoca lateralis",2389287,FALSE,1230,216
"Emblemariopsis pricei","Emblemariopsis pricei",2381452,FALSE,1,1
"Emblemariopsis signifer","Emblemariopsis signifer",5788047,FALSE,2,2
"Enchelycore lichenosa","Enchelycore lichenosa",2404198,FALSE,17,12
"Enchelycore ramosa","Enchelycore ramosa",2404206,FALSE,79,29
"Engraulis australis","Engraulis australis",2414019,FALSE,1785,761
"Enneanectes carminalis","Enneanectes carminalis",2393073,FALSE,17,10
"Enneanectes smithi","Enneanectes smithi",2393081,FALSE,1,1
"Enneapterygius atrogulare","Enneapterygius atrogulare",2392972,FALSE,593,57
"Enneapterygius hemimelas","Enneapterygius hemimelas",2392913,FALSE,3,1
"Enneapterygius kermadecensis","Enneapterygius kermadecensis",2392979,FALSE,16,7
"Enneapterygius larsonae","Enneapterygius larsonae",2392945,FALSE,27,11
"Enneapterygius mirabilis","Enneapterygius mirabilis",2392932,FALSE,7,7
"Enneapterygius rufopileus","Enneapterygius rufopileus",2392984,FALSE,300,37
"Enneapterygius similis","Enneapterygius similis",2392978,FALSE,57,18
"Enophrys diceraus","Enophrys diceraus",5201186,FALSE,29,29
"Enoplosus armatus","Enoplosus armatus",2391990,FALSE,3388,621
"Entomacrodus chapmani","Entomacrodus chapmani",2395663,FALSE,1,1
"Entomacrodus solus","Entomacrodus solus",5961982,FALSE,1,1
"Eocallionymus papilio","Eocallionymus papilio",2386616,FALSE,226,78
"Epibulus brevis","Epibulus brevis",2383811,FALSE,108,78
"Epibulus insidiator","Epibulus insidiator",2383808,FALSE,5872,1068
"Epinephelides armatus","Epinephelides armatus",2387524,FALSE,563,130
"Epinephelus adscensionis","Epinephelus adscensionis",2388519,FALSE,1267,215
"Epinephelus akaara","Epinephelus akaara",2388493,FALSE,13,13
"Epinephelus albomarginatus","Epinephelus albomarginatus",8652393,FALSE,170,11
"Epinephelus analogus","Epinephelus analogus",2388598,FALSE,56,45
"Epinephelus areolatus","Epinephelus areolatus",2388152,FALSE,1249,872
"Epinephelus bilobatus","Epinephelus bilobatus",2388379,FALSE,276,157
"Epinephelus bleekeri","Epinephelus bleekeri",2388337,FALSE,39,36
"Epinephelus bruneus","Epinephelus bruneus",2388240,FALSE,8,7
"Epinephelus coeruleopunctatus","Epinephelus coeruleopunctatus",2388316,FALSE,236,195
"Epinephelus coioides","Epinephelus coioides",2388213,FALSE,527,358
"Epinephelus corallicola","Epinephelus corallicola",2387823,FALSE,62,55
"Epinephelus costae","Epinephelus costae",2388567,FALSE,443,209
"Epinephelus cyanopodus","Epinephelus cyanopodus",2388288,FALSE,165,95
"Epinephelus daemelii","Epinephelus daemelii",2388158,FALSE,251,84
"Epinephelus fasciatus","Epinephelus fasciatus",2388344,FALSE,2473,919
"Epinephelus fuscoguttatus","Epinephelus fuscoguttatus",2388440,FALSE,329,256
"Epinephelus guttatus","Epinephelus guttatus",2388558,FALSE,1582,395
"Epinephelus hexagonatus","Epinephelus hexagonatus",2388186,FALSE,574,242
"Epinephelus irroratus","Epinephelus irroratus",2388431,FALSE,7,6
"Epinephelus itajara","Epinephelus itajara",2388456,FALSE,675,341
"Epinephelus labriformis","Epinephelus labriformis",2388503,FALSE,1090,282
"Epinephelus lanceolatus","Epinephelus lanceolatus",2388587,FALSE,227,125
"Epinephelus longispinis","Epinephelus longispinis",2388226,FALSE,25,23
"Epinephelus macrospilos","Epinephelus macrospilos",2388141,FALSE,189,88
"Epinephelus maculatus","Epinephelus maculatus",2388229,FALSE,608,439
"Epinephelus malabaricus","Epinephelus malabaricus",2388220,FALSE,684,179
"Epinephelus marginatus","Epinephelus marginatus",2388507,FALSE,4449,858
"Epinephelus melanostigma","Epinephelus melanostigma",2388335,FALSE,223,57
"Epinephelus merra","Epinephelus merra",2388193,FALSE,2027,809
"Epinephelus morio","Epinephelus morio",2388373,FALSE,4447,228
"Epinephelus multinotatus","Epinephelus multinotatus",2388150,FALSE,1473,370
"Epinephelus ongus","Epinephelus ongus",2388318,FALSE,196,128
"Epinephelus polyphekadion","Epinephelus polyphekadion",2388423,FALSE,638,380
"Epinephelus quoyanus","Epinephelus quoyanus",2388148,FALSE,564,323
"Epinephelus rivulatus","Epinephelus rivulatus",2388492,FALSE,605,199
"Epinephelus socialis","Epinephelus socialis",2388537,FALSE,17,14
"Epinephelus spilotoceps","Epinephelus spilotoceps",2388181,FALSE,298,160
"Epinephelus striatus","Epinephelus striatus",2388300,FALSE,814,394
"Epinephelus tauvina","Epinephelus tauvina",2388137,FALSE,695,246
"Epinephelus tukula","Epinephelus tukula",2388439,FALSE,210,109
"Epinephelus undulatostriatus","Epinephelus undulatostriatus",2388408,FALSE,420,88
"Equetus punctatus","Equetus punctatus",2399849,FALSE,848,308
"Eubalichthys bucephalus","Eubalichthys bucephalus",2406859,FALSE,792,181
"Eubalichthys caeruleoguttatus","Eubalichthys caeruleoguttatus",2406864,FALSE,289,242
"Eubalichthys cyanoura","Eubalichthys cyanoura",2406858,FALSE,45,20
"Eubalichthys gunnii","Eubalichthys gunnii",2406862,FALSE,264,86
"Eubalichthys mosaicus","Eubalichthys mosaicus",2406866,FALSE,1103,519
"Eucinostomus dowii","Eucinostomus dowii",2369474,FALSE,45,30
"Eupetrichthys angustipes","Eupetrichthys angustipes",2383931,FALSE,1516,205
"Euthynnus affinis","Euthynnus affinis",5208561,FALSE,554,309
"Euthynnus lineatus","Euthynnus lineatus",5208567,FALSE,60,49
"Eutrigla gurnardus","Eutrigla gurnardus",2336597,FALSE,3927,1071
"Eviota albolineata","Eviota albolineata",2376185,FALSE,27,18
"Eviota atriventris","Eviota atriventris",7193152,FALSE,167,100
"Eviota bifasciata","Eviota bifasciata",2376162,FALSE,51,31
"Eviota bimaculata","Eviota bimaculata",2376144,FALSE,10,8
"Eviota fasciola","Eviota fasciola",2376145,FALSE,43,14
"Eviota guttata","Eviota guttata",2376190,FALSE,471,244
"Eviota hoesei","Eviota hoesei",2376177,FALSE,120,21
"Eviota lachdeberei","Eviota lachdeberei",2376196,FALSE,2,2
"Eviota latifasciata","Eviota latifasciata",2376187,FALSE,16,8
"Eviota melasma","Eviota melasma",2376180,FALSE,96,57
"Eviota mikiae","Eviota mikiae",2376150,FALSE,16,13
"Eviota nigriventris","Eviota nigriventris",2376143,FALSE,13,13
"Eviota pellucida","Eviota pellucida",2376201,FALSE,14,10
"Eviota prasites","Eviota prasites",2376195,FALSE,269,163
"Eviota raja","Eviota raja",2376165,FALSE,7,7
"Eviota readerae","Eviota readerae",2376199,FALSE,7,2
"Eviota rubriceps","Eviota rubriceps",6168332,FALSE,4,2
"Eviota sebreei","Eviota sebreei",2376139,FALSE,264,182
"Eviota sigillata","Eviota sigillata",2376206,FALSE,89,57
"Eviota storthynx","Eviota storthynx",2376146,FALSE,39,29
"Eviota zebrina","Eviota zebrina",2376194,FALSE,15,13
"Evistias acutirostris","Evistias acutirostris",2375223,FALSE,19,17
"Evynnis cardinalis","Evynnis cardinalis",2392619,FALSE,33,24
"Exallias brevis","Exallias brevis",2395512,FALSE,852,417
"Exyrias belissimus","Exyrias belissimus",2375839,FALSE,112,55
"Favonigobius lateralis","Favonigobius lateralis",2377685,FALSE,427,98
"Foetorepus calauropomus","Foetorepus calauropomus",2386583,FALSE,530,197
"Forcipiger flavissimus","Forcipiger flavissimus",2385706,FALSE,5198,1297
"Forcipiger longirostris","Forcipiger longirostris",2385700,FALSE,1800,717
"Forsterygion capito","Forsterygion capito",2392823,FALSE,194,88
"Forsterygion flavonigrum","Forsterygion flavonigrum",2392807,FALSE,164,74
"Forsterygion gymnotum","Forsterygion gymnotum",2393030,FALSE,72,33
"Forsterygion lapillum","Forsterygion lapillum",2392820,FALSE,801,203
"Forsterygion malcolmi","Forsterygion malcolmi",2392811,FALSE,213,104
"Forsterygion maryannae","Forsterygion maryannae",5962009,FALSE,319,102
"Forsterygion varium","Forsterygion varium",2392812,FALSE,643,199
"Furcina osimae","Furcina osimae",2333992,FALSE,2,2
"Fusigobius duospilus","Fusigobius duospilus",2377769,FALSE,211,130
"Fusigobius inframaculatus","Fusigobius inframaculatus",2377756,FALSE,84,59
"Fusigobius melacron","Fusigobius melacron",2377758,FALSE,54,48
"Fusigobius neophytus","Fusigobius neophytus",2377776,FALSE,223,108
"Fusigobius signipinnis","Fusigobius signipinnis",2377762,FALSE,208,130
"Gadus morhua","Gadus morhua",8084280,FALSE,47776,13227
"Gasterosteus aculeatus","Gasterosteus aculeatus",4286327,FALSE,68825,16109
"Genicanthus caudovittatus","Genicanthus caudovittatus",2396458,FALSE,82,49
"Genicanthus lamarck","Genicanthus lamarck",2396466,FALSE,106,69
"Genicanthus semicinctus","Genicanthus semicinctus",2396472,FALSE,26,10
"Genicanthus watanabei","Genicanthus watanabei",2396456,FALSE,31,26
"Genypterus tigerinus","Genypterus tigerinus",2345644,FALSE,206,138
"Gerres cinereus","Gerres cinereus",2369459,FALSE,894,388
"Gerres equulus","Gerres equulus",2369419,FALSE,6,3
"Gerres subfasciatus","Gerres subfasciatus",2369428,FALSE,1075,230
"Gillellus chathamensis","Gillellus chathamensis",2390164,FALSE,1,1
"Girella cyanea","Girella cyanea",2381223,FALSE,216,40
"Girella elevata","Girella elevata",2381221,FALSE,1332,165
"Girella fimbriata","Girella fimbriata",2381235,FALSE,10,7
"Girella freminvillii","Girella freminvillii",2381242,FALSE,47,22
"Girella nigricans","Girella nigricans",2381219,FALSE,1268,135
"Girella punctata","Girella punctata",2381231,FALSE,28,22
"Girella simplicidens","Girella simplicidens",2381218,FALSE,15,9
"Girella tephraeops","Girella tephraeops",2381224,FALSE,80,49
"Girella tricuspidata","Girella tricuspidata",2381233,FALSE,8102,464
"Girella zebra","Girella zebra",2381227,FALSE,2090,371
"Glaucosoma hebraicum","Glaucosoma hebraicum",2374651,FALSE,178,96
"Glaucosoma magnificum","Glaucosoma magnificum",2374654,FALSE,209,168
"Glaucosoma scapulare","Glaucosoma scapulare",2374656,FALSE,365,149
"Glyptoparus delicatulus","Glyptoparus delicatulus",2395686,FALSE,47,39
"Gnathanacanthus goetzeei","Gnathanacanthus goetzeei",2333571,FALSE,56,39
"Gnathanodon speciosus","Gnathanodon speciosus",2391331,FALSE,1789,788
"Gnathodentex aureolineatus","Gnathodentex aureolineatus",2374957,FALSE,1664,635
"Gnatholepis anjerensis","Gnatholepis anjerensis",2378704,FALSE,240,126
"Gnatholepis cauerensis","Gnatholepis cauerensis",4285928,FALSE,509,273
"Gnatholepis thompsoni","Gnatholepis thompsoni",2378717,FALSE,2594,311
"Gobiesox woodsi","Gobiesox woodsi",2411270,FALSE,1,1
"Gobioclinus dendriticus","Gobioclinus dendriticus",7729329,FALSE,148,91
"Gobiodon citrinus","Gobiodon citrinus",5208803,FALSE,182,100
"Gobiodon heterospilos","Gobiodon heterospilos",5208797,FALSE,3,3
"Gobiodon histrio","Gobiodon histrio",5208820,FALSE,152,39
"Gobiodon okinawae","Gobiodon okinawae",5208802,FALSE,55,30
"Gobiodon quinquestrigatus","Gobiodon quinquestrigatus",5208814,FALSE,115,64
"Gobiodon spilophthalmus","Gobiodon spilophthalmus",5208823,FALSE,24,14
"Gobiosoma hildebrandi","Gobiosoma hildebrandi",5208827,FALSE,1,1
"Gobiosoma spilotum","Gobiosoma spilotum",5208828,FALSE,1,1
"Gobius bucchichi","Gobius bucchichi",2376501,FALSE,423,150
"Gobius cruentatus","Gobius cruentatus",8187685,FALSE,1017,252
"Gobius fallax","Gobius fallax",2376484,FALSE,139,48
"Gobius niger","Gobius niger",2375526,FALSE,10210,1366
"Gobius paganellus","Gobius paganellus",8196993,FALSE,1578,650
"Gobius tetrophthalmus","Gobius tetrophthalmus",2376513,FALSE,6,6
"Gobius xanthocephalus","Gobius xanthocephalus",2376555,FALSE,1042,119
"Gobiusculus flavescens","Pomatoschistus flavescens",2378270,TRUE,5300,1499
"Gomphosus caeruleus","Gomphosus caeruleus",2383023,FALSE,354,181
"Gomphosus varius","Gomphosus varius",2383021,FALSE,9309,1256
"Gorgasia galzini","Gorgasia galzini",2403051,FALSE,11,7
"Gracila albomarginata","Gracila albomarginata",2387970,FALSE,753,217
"Gramma brasiliensis","Gramma brasiliensis",2380561,FALSE,13,6
"Gramma loreto","Gramma loreto",2380558,FALSE,1233,290
"Grammatorcynus bicarinatus","Grammatorcynus bicarinatus",5208590,FALSE,173,86
"Grammatorcynus bilineatus","Grammatorcynus bilineatus",5208588,FALSE,84,55
"Grammistes sexlineatus","Grammistes sexlineatus",2387978,FALSE,336,223
"Gunnellichthys monostigma","Gunnellichthys monostigma",2392082,FALSE,22,16
"Gymnocaesio gymnoptera","Gymnocaesio gymnoptera",2374814,FALSE,12,12
"Gymnocanthus tricuspis","Gymnocanthus tricuspis",2334007,FALSE,2058,1180
"Gymnoclinus cristulatus","Gymnoclinus cristulatus",2394918,FALSE,1,1
"Gymnocranius audleyi","Gymnocranius audleyi",2374997,FALSE,877,135
"Gymnocranius euanus","Gymnocranius euanus",2374973,FALSE,175,80
"Gymnocranius microdon","Gymnocranius microdon",2375000,FALSE,26,21
"Gymnocrotaphus curvidens","Gymnocrotaphus curvidens",5211023,FALSE,104,27
"Gymnomuraena zebra","Gymnomuraena zebra",2404380,FALSE,378,200
"Gymnosarda unicolor","Gymnosarda unicolor",2374086,FALSE,419,285
"Gymnothorax annasona","Gymnothorax annasona",2403983,FALSE,105,19
"Gymnothorax breedeni","Gymnothorax breedeni",2403813,FALSE,156,47
"Gymnothorax castaneus","Gymnothorax castaneus",2404111,FALSE,220,135
"Gymnothorax cribroris","Gymnothorax cribroris",2403953,FALSE,403,277
"Gymnothorax dovii","Gymnothorax dovii",2404080,FALSE,133,57
"Gymnothorax eurostus","Gymnothorax eurostus",2404046,FALSE,613,203
"Gymnothorax favagineus","Gymnothorax favagineus",2404048,FALSE,333,204
"Gymnothorax fimbriatus","Gymnothorax fimbriatus",2403892,FALSE,209,125
"Gymnothorax flavimarginatus","Gymnothorax flavimarginatus",2404084,FALSE,1188,602
"Gymnothorax funebris","Gymnothorax funebris",2403964,FALSE,923,409
"Gymnothorax javanicus","Gymnothorax javanicus",2403808,FALSE,1700,841
"Gymnothorax meleagris","Gymnothorax meleagris",2403958,FALSE,1082,472
"Gymnothorax miliaris","Gymnothorax miliaris",2403816,FALSE,599,280
"Gymnothorax moringa","Gymnothorax moringa",2404065,FALSE,1571,520
"Gymnothorax nubilus","Gymnothorax nubilus",2403970,FALSE,135,36
"Gymnothorax obesus","Gymnothorax obesus",2403897,FALSE,20,13
"Gymnothorax panamensis","Gymnothorax panamensis",2403870,FALSE,14,11
"Gymnothorax pictus","Gymnothorax pictus",2403789,FALSE,278,186
"Gymnothorax porphyreus","Gymnothorax porphyreus",2403876,FALSE,108,26
"Gymnothorax prasinus","Gymnothorax prasinus",2404101,FALSE,1829,302
"Gymnothorax prionodon","Gymnothorax prionodon",2403782,FALSE,122,37
"Gymnothorax thyrsoideus","Gymnothorax thyrsoideus",2403908,FALSE,550,281
"Gymnothorax undulatus","Gymnothorax undulatus",2403755,FALSE,401,237
"Gymnothorax zonipectis","Gymnothorax zonipectis",2403976,FALSE,77,58
"Haemulon album","Haemulon album",2382523,FALSE,591,173
"Haemulon aurolineatum","Haemulon aurolineatum",2382528,FALSE,4808,768
"Haemulon carbonarium","Haemulon carbonarium",2382506,FALSE,1755,330
"Haemulon chrysargyreum","Brachygenys chrysargyreum",2382524,TRUE,1670,332
"Haemulon flaviguttatum","Haemulon flaviguttatum",2382501,FALSE,169,90
"Haemulon flavolineatum","Haemulon flavolineatum",2382521,FALSE,8649,730
"Haemulon macrostomum","Haemulon macrostomum",2382517,FALSE,1494,247
"Haemulon maculicauda","Haemulon maculicauda",2382535,FALSE,418,138
"Haemulon melanurum","Haemulon melanurum",2382540,FALSE,990,173
"Haemulon parra","Haemulon parra",2382511,FALSE,1228,300
"Haemulon plumierii","Haemulon plumierii",2382537,FALSE,13246,709
"Haemulon sciurus","Haemulon sciurus",2382543,FALSE,6126,567
"Haemulon scudderii","Haemulon scudderii",2382514,FALSE,100,58
"Haemulon sexfasciatum","Haemulon sexfasciatum",2382509,FALSE,333,130
"Haemulon steindachneri","Haemulon steindachneri",2382546,FALSE,182,101
"Haemulon vittatum","Haemulon vittatum",7193166,FALSE,320,112
"Haletta semifasciata","Haletta semifasciata",2387346,FALSE,418,171
"Halichoeres adustus","Halichoeres adustus",2384075,FALSE,24,8
"Halichoeres argus","Halichoeres argus",2384250,FALSE,63,51
"Halichoeres biocellatus","Halichoeres biocellatus",2384136,FALSE,1114,366
"Halichoeres bivittatus","Halichoeres bivittatus",2384268,FALSE,12525,673
"Halichoeres brasiliensis","Halichoeres brasiliensis",2384117,FALSE,19,15
"Halichoeres brownfieldi","Halichoeres brownfieldi",2384187,FALSE,285,65
"Halichoeres burekae","Halichoeres burekae",2384243,FALSE,84,8
"Halichoeres chierchiae","Halichoeres chierchiae",2384244,FALSE,495,139
"Halichoeres chloropterus","Halichoeres chloropterus",2384149,FALSE,231,131
"Halichoeres chrysus","Halichoeres chrysus",2384091,FALSE,242,146
"Halichoeres cosmetus","Halichoeres cosmetus",2384073,FALSE,137,73
"Halichoeres dimidiatus","Halichoeres dimidiatus",2384245,FALSE,10,9
"Halichoeres discolor","Halichoeres discolor",2384077,FALSE,46,8
"Halichoeres dispilus","Halichoeres dispilus",2384231,FALSE,744,205
"Halichoeres erdmanni","Halichoeres erdmanni",5962198,FALSE,42,28
"Halichoeres garnoti","Halichoeres garnoti",2384162,FALSE,13496,550
"Halichoeres hartzfeldii","Halichoeres hartzfeldii",2384262,FALSE,138,75
"Halichoeres hortulanus","Halichoeres hortulanus",2384141,FALSE,7127,1181
"Halichoeres insularis","Halichoeres insularis",2384189,FALSE,2,2
"Halichoeres iridis","Halichoeres iridis",2384067,FALSE,74,25
"Halichoeres leucoxanthus","Halichoeres leucoxanthus",2384277,FALSE,17,14
"Halichoeres leucurus","Halichoeres leucurus",2384094,FALSE,62,46
"Halichoeres maculipinna","Halichoeres maculipinna",2384125,FALSE,9718,417
"Halichoeres malpelo","Halichoeres malpelo",2384139,FALSE,9,2
"Halichoeres margaritaceus","Halichoeres margaritaceus",2384063,FALSE,948,249
"Halichoeres marginatus","Halichoeres marginatus",2384102,FALSE,1274,500
"Halichoeres melanochir","Halichoeres melanochir",2384089,FALSE,283,146
"Halichoeres melanurus","Halichoeres melanurus",2384137,FALSE,835,352
"Halichoeres melasmapomus","Halichoeres melasmapomus",2384068,FALSE,255,70
"Halichoeres miniatus","Halichoeres miniatus",2384167,FALSE,58,35
"Halichoeres nebulosus","Halichoeres nebulosus",2384055,FALSE,813,338
"Halichoeres nicholsi","Halichoeres nicholsi",2384208,FALSE,591,201
"Halichoeres nigrescens","Halichoeres nigrescens",2384107,FALSE,257,125
"Halichoeres notospilus","Halichoeres notospilus",2384123,FALSE,494,134
"Halichoeres orientalis","Halichoeres orientalis",2384278,FALSE,2,2
"Halichoeres ornatissimus","Halichoeres ornatissimus",2384258,FALSE,3893,617
"Halichoeres pictus","Halichoeres pictus",2384071,FALSE,351,142
"Halichoeres poeyi","Halichoeres poeyi",2384275,FALSE,2257,300
"Halichoeres prosopeion","Halichoeres prosopeion",2384086,FALSE,562,310
"Halichoeres radiatus","Halichoeres radiatus",2384111,FALSE,5198,458
"Halichoeres richmondi","Halichoeres richmondi",2384083,FALSE,73,59
"Halichoeres salmofasciatus","Halichoeres salmofasciatus",2384097,FALSE,5,3
"Halichoeres scapularis","Halichoeres scapularis",2384164,FALSE,288,181
"Halichoeres semicinctus","Halichoeres semicinctus",2384234,FALSE,754,102
"Halichoeres socialis","Halichoeres socialis",2384066,FALSE,5,5
"Halichoeres solorensis","Halichoeres solorensis",2384185,FALSE,70,42
"Halichoeres tenuispinis","Halichoeres tenuispinis",2384052,FALSE,45,15
"Halichoeres timorensis","Halichoeres timorensis",2384106,FALSE,6,6
"Halichoeres trimaculatus","Halichoeres trimaculatus",2384128,FALSE,1165,331
"Halichoeres trispilus","Halichoeres trispilus",2384173,FALSE,8,6
"Helcogramma chica","Helcogramma chica",2392863,FALSE,53,41
"Helcogramma decurrens","Helcogramma decurrens",2392887,FALSE,672,104
"Helcogramma maldivensis","Helcogramma maldivensis",2392879,FALSE,18,15
"Helcogramma striata","Helcogramma striata",2392854,FALSE,409,201
"Helcogrammoides cunninghami","Helcogrammoides cunninghami",2393056,FALSE,68,31
"Helicolenus percoides","Helicolenus percoides",2335330,FALSE,2659,1159
"Helotes sexlineatus","Helotes sexlineatus",2374590,FALSE,522,131
"Hemiglyphidodon plagiometopon","Hemiglyphidodon plagiometopon",2398183,FALSE,265,117
"Hemigymnus fasciatus","Hemigymnus fasciatus",2383744,FALSE,6059,1026
"Hemigymnus melapterus","Hemigymnus melapterus",2383739,FALSE,5058,1006
"Hemilepidotus jordani","Hemilepidotus jordani",2333945,FALSE,852,418
"Hemiramphus depauperatus","Hemiramphus depauperatus",2368963,FALSE,13,13
"Hemitaurichthys multispinosus","Hemitaurichthys multispinosus",2385642,FALSE,1,1
"Hemitaurichthys polylepis","Hemitaurichthys polylepis",2385640,FALSE,808,356
"Hemitaurichthys thompsoni","Hemitaurichthys thompsoni",2385648,FALSE,324,81
"Hemitaurichthys zoster","Hemitaurichthys zoster",2385643,FALSE,169,100
"Heniochus acuminatus","Heniochus acuminatus",2385730,FALSE,1486,801
"Heniochus chrysostomus","Heniochus chrysostomus",2385724,FALSE,1754,714
"Heniochus diphreutes","Heniochus diphreutes",2385729,FALSE,791,475
"Heniochus intermedius","Heniochus intermedius",2385717,FALSE,474,158
"Heniochus monoceros","Heniochus monoceros",2385719,FALSE,899,470
"Heniochus pleurotaenia","Heniochus pleurotaenia",2385723,FALSE,82,65
"Heniochus singularius","Heniochus singularius",2385739,FALSE,401,246
"Heniochus varius","Heniochus varius",2385713,FALSE,1078,522
"Heteroclinus adelaidae","Heteroclinus adelaidae",2380216,FALSE,33,22
"Heteroclinus johnstoni","Heteroclinus johnstoni",2380196,FALSE,201,103
"Heteroclinus perspicillatus","Heteroclinus perspicillatus",2380217,FALSE,216,87
"Heteroclinus roseus","Heteroclinus roseus",2380213,FALSE,90,46
"Heteroclinus tristis","Heteroclinus tristis",2380204,FALSE,139,80
"Heteroconger hassi","Heteroconger hassi",2403157,FALSE,266,171
"Heteropriacanthus cruentatus","Heteropriacanthus cruentatus",2375045,FALSE,1120,543
"Heteroscarus acroptilus","Heteroscarus acroptilus",5788038,FALSE,1046,239
"Heterostichus rostratus","Heterostichus rostratus",5209305,FALSE,294,68
"Hexagrammos agrammus","Hexagrammos agrammus",2336490,FALSE,5,4
"Hexagrammos decagrammus","Hexagrammos decagrammus",2336472,FALSE,1700,656
